timestamp,fundingRate
2025-08-05 16:00:00+00:00,-3.298e-05
2025-08-06 00:00:00+00:00,-3.847e-05
2025-08-06 08:00:00+00:00,-1.199e-05
2025-08-06 16:00:00+00:00,3.52e-05
2025-08-07 00:00:00+00:00,1.232e-05
2025-08-07 08:00:00+00:00,1.966e-05
2025-08-07 16:00:00+00:00,7.927e-05
2025-08-08 00:00:00+00:00,2.309e-05
2025-08-08 08:00:00+00:00,0.0001
2025-08-08 16:00:00+00:00,-7.28e-06
2025-08-09 00:00:00+00:00,7.106e-05
2025-08-09 08:00:00+00:00,0.0001
2025-08-09 16:00:00+00:00,0.0001
2025-08-10 00:00:00+00:00,0.0001
2025-08-10 08:00:00+00:00,0.0001
2025-08-10 16:00:00+00:00,0.0001
2025-08-11 00:00:00+00:00,0.0001
2025-08-11 08:00:00+00:00,0.0001
2025-08-11 16:00:00+00:00,9.053e-05
2025-08-12 00:00:00+00:00,9.17e-06
2025-08-12 08:00:00+00:00,4.074e-05
2025-08-12 16:00:00+00:00,3.551e-05
2025-08-13 00:00:00+00:00,0.0001
2025-08-13 08:00:00+00:00,0.0001
2025-08-13 16:00:00+00:00,0.0001
2025-08-14 00:00:00+00:00,0.0001
2025-08-14 08:00:00+00:00,0.00014816
2025-08-14 16:00:00+00:00,0.0001
2025-08-15 00:00:00+00:00,0.0001
2025-08-15 08:00:00+00:00,0.0001
2025-08-15 16:00:00+00:00,7.659e-05
2025-08-16 00:00:00+00:00,3.766e-05
2025-08-16 08:00:00+00:00,9.221e-05
2025-08-16 16:00:00+00:00,4.457e-05
2025-08-17 00:00:00+00:00,0.0001
2025-08-17 08:00:00+00:00,5.668e-05
2025-08-17 16:00:00+00:00,1.781e-05
2025-08-18 00:00:00+00:00,7.297e-05
2025-08-18 08:00:00+00:00,-8.315e-05
2025-08-18 16:00:00+00:00,-2.933e-05
2025-08-19 00:00:00+00:00,3.25e-06
2025-08-19 08:00:00+00:00,2.712e-05
2025-08-19 16:00:00+00:00,0.0001
2025-08-20 00:00:00+00:00,0.0001
2025-08-20 08:00:00+00:00,0.0001
2025-08-20 16:00:00+00:00,0.0001
2025-08-21 00:00:00+00:00,0.0001
2025-08-21 08:00:00+00:00,0.0001
2025-08-21 16:00:00+00:00,-3.591e-05
2025-08-22 00:00:00+00:00,2.474e-05
2025-08-22 08:00:00+00:00,0.0001
2025-08-22 16:00:00+00:00,0.0001
2025-08-23 00:00:00+00:00,0.0001
2025-08-23 08:00:00+00:00,0.0001
2025-08-23 16:00:00+00:00,0.0001
2025-08-24 00:00:00+00:00,0.0001
2025-08-24 08:00:00+00:00,0.0001
2025-08-24 16:00:00+00:00,0.0001
2025-08-25 00:00:00+00:00,0.0001
2025-08-25 08:00:00+00:00,0.0001
2025-08-25 16:00:00+00:00,-2.24e-05
2025-08-26 00:00:00+00:00,-0.00012201
2025-08-26 08:00:00+00:00,-8.211e-05
2025-08-26 16:00:00+00:00,-3.404e-05
2025-08-27 00:00:00+00:00,0.0001
2025-08-27 08:00:00+00:00,0.0001
2025-08-27 16:00:00+00:00,0.0001
2025-08-28 00:00:00+00:00,0.0001
2025-08-28 08:00:00+00:00,0.0001
2025-08-28 16:00:00+00:00,0.0001
2025-08-29 00:00:00+00:00,3.82e-05
2025-08-29 08:00:00+00:00,8.334e-05
2025-08-29 16:00:00+00:00,-3.071e-05
2025-08-30 00:00:00+00:00,5.253e-05
2025-08-30 08:00:00+00:00,0.0001
2025-08-30 16:00:00+00:00,-8.56e-06
2025-08-31 00:00:00+00:00,0.0001
2025-08-31 08:00:00+00:00,0.0001
2025-08-31 16:00:00+00:00,7.55e-05
2025-09-01 00:00:00+00:00,0.0001
2025-09-01 08:00:00+00:00,9.536e-05
